,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,exceeded,product
530,26.8,54.2,29.4,6,0.37,2030,2068.6,87,0,4 Indulgent & Chewy Maple Syrup & Pecan Giant Cookies
533,7.89,68.42,31.58,5.26,0.60198,1540,1560.27,81.57,0,Organic Sunny Days Snack Bars
536,0,0,0,0,4.826,0,0,0,0,Chili Garlic Sauce
537,0,20,20,0,4.064,418,340,20,0,Sriracha Hot Chili Sauce
546,12,25.6,3.76,9.77,1.22,1070,1069.29,47.37,0,Pizza Parlanno
547,2,4.3,2.9,24.5,2,564,567.6,30.8,0,Honey roast ham
550,32.14,60.71,39.29,3.57,0.18034,2389,2346.22,96.42,0,"Wafers, Assortment Of Wafers"
551,16.67,6.67,6.67,3.33,1.44018,837,820.13,26.67,0,French Onion Dip
552,100,0,0,0,0,3586,3900,100,0,"Ventura, Soybean - Peanut Frying Oil Blend"
554,12.5,64.8,20.1,7.2,1.76,1707,1711.5,84.5,0,Date & walnut toasts
556,29.7,58.6,27.8,5.4,0.7,2205,2246.3,93.7,0,Viennois au chocolat
558,26.5,53.7,2.5,6.2,1.18,2049,2051.8,86.4,0,Cornish Cruncher Cheddar & Pickled Onion Hand Cooked
559,27.2,53.4,1.5,6,1.1,2071,2070.6,86.6,0,Salt marsh lamb& mint hand cook crips
560,11.1,63.7,15.1,8.3,1.71,1657,1656.9,83.1,0,Gluten Free Melba Toasts With Apricots & Cashew Nuts
562,20,62.5,50,5,0.127,1883,1927.5,87.5,0,Assorted Pralines Chocolates
563,47.5,40,20,5,0.1905,2510,2617.5,92.5,0,Fancy Truffles
564,50,40,35,5,0.1905,2615,2715,95,0,"Fancy Truffles, Hazelnut"
565,47.5,40,27.5,5,0.1905,2510,2617.5,92.5,0,"Fancy Truffles, Coffee"
566,20,62.5,50,5,0.127,1883,1927.5,87.5,0,Assorted Pralines
567,34.4,51.2,48.8,4.8,0.1905,2218,2293.6,90.4,0,Italian Style Grazioso Selection
570,20.7,69.7,47.1,1.9,0.28,1983,2024.5,92.3,0,Peaches & Cream Fudge
573,0.1,8.3,7.1,0.1,0.1,146,146.7,8.5,0,"Apple, Coconut Water, Cucumber, Spinach"
574,0.1,7.6,7.6,0.2,0.03,130,136.5,7.9,0,M&S Iced Tea Spanish Peach
575,34,50,48,8,0.1524,2259,2312,92,0,Finest Milk Chocolate
576,34,50,48,8,0.1524,2259,2312,92,0,Edelvollmilch- Chocolade Finest Milk Chocolate
577,34,50,48,8,0.1524,2259,2312,92,0,Edelvollmilch-Chocolade Finest Milk Chocolate
578,37.5,50,47.5,7.5,0.15748,2301,2440,95,0,Solid Milk Chocolate
582,4.44,53.33,6.67,4.44,0.19812,1021,1155.25,62.21,0,"Mochi, Cashew-Date"
584,21.5,62.5,30.5,5.9,1.02,1986,2001.3,89.9,0,All butter summer trifle coockirs
587,0,8.37,6.77,0.8,0.02032,151,155.89,9.17,0,100% Grapefruit
592,2.1,5.3,2.4,0.8,0.75,188,185.6,8.2,0,Pur Soup' Velouté de légumes
597,6.4,0,0,22.1,0.1778,615,625.3,28.5,0,British Beef Braising Steak
600,6.7,13.7,13.7,2.8,0.08,527,541.8,23.2,0,Victoria plum and bergamot yogurt
602,0,77.78,0,6.67,0,1490,1435.65,84.45,0,Extra Long Grain Enriched Rice
606,36.67,46.67,1.67,5.67,1.69418,2247,2319.91,89.01,0,"Funny Frisch, Chips Frisch, Peperoni"
607,7.94,0,0,19.05,0.9271,598,633.51,26.99,0,Wild Alaskan Pink Salmon
608,7.58,21.2,1.52,8.08,0.757,761,793.38,36.86,0,Mac 'n Cheese
609,53.12,18.75,9.38,21.88,0.99314,2485,2762.39,93.75,0,"Super Chunk, Peanut Butter Spread"
610,50,18.75,9.38,21.88,1.19126,2485,2640.71,90.63,0,Creamy Peanut Butter
613,5.74,0,0,19.67,1.0414,548,558.25,25.41,0,Premium Chunk White Chicken In Broth
625,5.2,18.8,3.3,3.1,0,586,575.1,27.1,0,"Salade Mexicaine de Riz, Quinoa et Avocat"
629,0,92.86,78.57,0,0,1795,1578.62,92.86,0,Hard Filled Candy
632,16.67,60,46.67,13.33,0.50038,1841,1896.74,90,0,Brutti E Buoni Alle Mandorle
633,7.5,67.5,32.7,1.1,1.28,665,1458.7,76.1,0,Barbecue Sauce
634,0,88.33,80,0,0.04318,1464,1501.61,88.33,0,100% Pure Maple Syrup
636,0.1,0,0,0.1,0.08,4,5.6,0.2,0,Diet Sparkling Fiery Ginger Beer
639,64.52,25.81,6.45,6.45,0.08128,2971,3064.7,96.78,0,Coconut Butter
642,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Pho Ga Spice Cube"
643,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Kho Tieu Seasoning Spice Cube"
644,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Spice Cube Soup Sessoning"
645,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,Bun Mam Soup Seasoning
646,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Spice Cube, Hoanh Thanh Soup Seasoning"
647,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,Bo Kho Stewed Beef Seasoning
648,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Bun Bo Hue Spice Cube"
649,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Vegetarian ""Bo Kho"" Seasoning"
650,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Hu Tieu, Spice Cube, Vegetarian Hu Tieu Soup Seasoning"
651,5.56,48.89,48.89,7.78,20.60194,1301,1180.23,62.23,0,Pho Chay Spice Cube
652,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Spice Cube Seasoning"
653,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Spice Cube Soup Seasoning"
654,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Coconut Tree Brand, Vegetarian Soup Cubes"
655,5.56,48.89,48.89,7.78,20.60194,1163,1180.23,62.23,0,"Crab Soup Seasoning, Spice Cube"
657,46.4,33.3,32.9,9.6,0.13,2489,2538.9,89.3,0,Belgian milk chocolate coated brazil nuts
658,1.04,10,7.92,1.67,0.12192,226,238.95,12.71,0,Oat Non-Dairy Beverage
661,1.3,77.7,1.5,9.4,0.0100076,1554,1531.4,88.4,0,British plain flour
663,0.5,14,11,0.5,0.02,235,266,15,0,Pineapple slices in juice
664,0,21.43,0,7.14,1.45034,448,485.69,28.57,0,Spicy Black Bean Dip
665,3.4,6.1,1,1.9,0.48,272,268.6,11.4,0,Thai green chicken soup
668,28.95,55.26,50,13.16,0.13462,2201,2292.19,97.37,0,"Cashews, Sesame And Pistachios Brittle Slice"
670,10,6.67,3.33,3.33,0.127,556,560,20,0,Half & Half
671,0,15,10.1,4.85,0.179,332,337.45,19.85,0,Vanilla Nonfat Yogurt
672,31.71,58.54,56.1,4.88,0.18542,2247,2314.83,95.13,0,"Chocolart, Assorted Milk Chocolate Pralines"
673,28.95,63.16,57.89,5.26,0.13462,2201,2292.19,97.37,0,"Passion, Assorted Milk Chocolate"
674,32.5,60,57.5,5,0.22352,2301,2372.5,97.5,0,Assorted Chocolate Pralines
675,35.71,54.76,52.38,7.14,0.21082,2293,2444.99,97.61,0,Milk Chocolate Balls With Cream And Chocolate
676,28.57,45.24,42.86,4.76,0.12192,1891,1964.23,78.57,0,Chocolate Ball
677,32.5,55,52.5,5,0.1905,2301,2287.5,92.5,0,Chocolate Balls Filled With Milk Cream And Chocolate
678,35.9,56.41,53.85,5.13,0.09652,2360,2446.28,97.44,0,Merry Christmas Chocolate Balls
679,35,55,52.5,5,0.127,2301,2385,95,0,Merry Christmas Chocolate Balls Filled With Praline Cream
680,40,52.5,50,7.5,0.1905,2406,2580,100,0,Merry Christmas Minis Chocolate Bar
681,39.47,52.63,50,5.26,0.20066,2423,2523.46,97.36,0,Milk Chocolate
682,92,0.5,0.5,0.5,0.01,3404,3605,93,0,Sunflower oil
683,9.7,39.8,15.1,6.6,0.55,1155,1167.1,56.1,0,Pancakes au Chocolat belge
684,0,6.67,6.67,0,0.931,140,113.39,6.67,0,Pineapple Salsa
686,6.9,15.2,15.2,12.1,2.2352,725,733.2,34.2,0,Rollmop Herrings
687,27.78,63.89,36.11,5.56,0.3175,2209,2264.07,97.23,0,Chocolate Cookies
688,0,61.9,61.9,0,3.38582,996,1052.3,61.9,0,"Chutney, Hot Mango Hot"
689,4.29,10,5.71,1.43,0.70866,418,361.62,15.72,0,"Dopiaza Curry Simmer Sauce, Mild"
691,0,14.29,14.29,14.29,9.32434,540,485.86,28.58,0,Red Curry Spice
692,6,72,2,8,2.032,1674,1594,86,0,Coconut Ginger Rice
694,16.67,64.29,0,11.9,4.5974,1891,1945.36,92.86,0,Top Ramen Noodle Soup
695,32.5,53.7,53.5,6.8,0.2,2245,2296,93,0,Hollow Milk Chocolate Decorated R2D2 Figure
698,1.9,14.8,9.4,2.3,0.05,364,364.8,19,0,Smoothie super Berry
700,10,20,0,0,3.302,837,730,30,0,Extra Hot Chinese Mustard
703,4.65,48.84,9.3,11.63,1.0033,1167,1209.34,65.12,0,Organic Nine Grain All Natural Bread
704,3.49,46.51,6.98,9.3,0.82804,975,1084.88,59.3,0,Organic 100% Whole Wheat
705,5.81,44.19,9.3,11.63,0.88646,1071,1175.53,61.63,0,Organic Great Seed
706,4.17,44.44,5.56,2.78,1.12776,929,965.37,51.39,0,Mountain White
707,8.75,42.5,5,5,0.9525,1151,1148.75,56.25,0,Great Seed Bread
708,0,0,0,0,0,0,0,0,0,"Fruit Spredad, Strawberry"
709,0,0,0,0,0,0,0,0,0,"Fruit Spread, Raspberry"
712,1.6,14,2.2,2.1,0.48,335,336.1,17.7,0,Laksa noodle pot
713,0,6.67,3.33,3.33,2.87782,209,170,10,0,Sweet Cherry Peppers
714,0,3.33,0,0,3.21818,71,56.61,3.33,0,Deli-Sliced Hot Jalapeno Peppers
716,1.6,7.8,2.7,8.9,0.25,354,346.3,18.3,0,"grilled Cajun chicken breast, spicy wedges & sour cream"
719,34.4,1.9,1.1,22.9,1.38,1720,1763.2,59.2,0,Cornish Cove Cheddar
720,0,16.67,10,1.67,1.50368,314,311.78,18.34,0,"Condensed Soup, Tomato"
721,0.9,59.4,57.4,0.7,0.2,1063,1056.8,61,0,Taste the Difference Raspberry Conserve
723,35,40,10,5,10.414,2301,2130,80,0,Sauce Mix
724,35,45,10,5,12.573,2301,2215,85,0,"Golden Curry, Sauce Mix"
725,0,75,0,0,17.78,1569,1275,75,0,Fried Rice Seasoning Mix
726,0,62.22,4.44,13.33,0.02794,1393,1284.35,75.55,0,Whole Durum Wheat Cous Cous
727,18,65,1,10,5.461,1925,1977,93,0,Japanese Style Noodles & Chicken Flavored-Soup
729,21.7,4,1,14.1,0.83,1130,1154,39.8,0,Tuna & sweetcorn
730,22.7,2,0.6,10.2,0.93,1063,1092.7,34.9,0,Free range egg mayonnaise
731,6.67,10,10,6.67,0.254,556,543.52,23.34,0,Creamy And Delicious Evaporated Filled Milk
732,7.78,42.22,2.22,8.89,1.57988,1021,1172.29,58.89,0,Whole Wheat Flour Tortillas
733,32.9,1.4,0.4,21.7,1.53,1618,1675.8,56,0,Mild Cheddar with Onions & Chives
734,7.78,51.11,0,8.89,1.57988,1209,1323.42,67.78,0,Flour Tortillas
735,10,60,60,3.33,0.127,1393,1466.61,73.33,0,Lemon Curd
737,0.2,11.9,10.9,0.7,0.1,226,222,12.8,0,BERRY MEDLEY
738,0,26.32,21.05,0,13.10132,552,447.44,26.32,0,"Panda Brand, Oyster Flavored Sauce"
739,26.67,60,26.67,6.67,0.17018,2230,2173.52,93.34,0,Almonds Cookies
740,4.6,23.5,8.4,6.5,0.83,688,689.4,34.6,0,
741,10.8,58.5,1.54,15.4,1.48,1670,1677.5,84.7,0,Tortellini
742,15.29,22.35,3.53,11.76,1.08966,1134,1176.18,49.4,0,"Quiche, Spinach, Mushroom & Cheese"
743,20,18.24,1.76,10.59,1.16586,1230,1270.11,48.83,0,Mexicaine Quiche
744,50,16.67,3.33,23.33,0.97282,2372,2630,90,0,Dry Roasted & Salted Almonds
745,21.43,10.71,0,3.57,1.13284,895,1078.53,35.71,0,"Cool Beans, Catalina Bean Hummus"
746,21.43,10.71,0,3.57,0.9525,895,1078.53,35.71,0,"Cool Beans, Red Pepper Hummus"
747,25,10.71,0,3.57,2.26822,1197,1217.76,39.28,0,"Cool Beans, Buffalo Hummus"
748,3,46,1,10,0.381,1088,1069,59,0,Organic Tortellini Pasta
749,2.5,24,1,8,0.3302,795,641.5,34.5,0,"Nuovo Pasta, Organic Ravioli, Butternut Squash"
750,4,36,1,9,0.5588,837,921,49,0,Organic Ravioli
751,8.66,34.65,0.79,14.96,0.70104,1155,1181.11,58.27,0,Ravioli Five Cheese
752,6,35,1,7,0.508,920,948,48,0,"Tender Spinach, Whipped Potatoes & Cheddar Cheese In A Pierogi Shell"
753,7,37,1,6,0.6604,1004,1004,50,0,Pierogi
755,10,29,2,13,1.0668,837,1104,52,0,Ravioli
756,5,41,1,10,0.8382,1046,1062,56,0,Oven Roasted Pumpkin Pasta Purse
757,9,25,2,12,1.2446,711,980,46,0,"Tomato, Basil & Mozzarella Rovioli"
758,10,26,1,12,1.7272,837,1036,48,0,Ravioli
759,6,28,1,12,0.6604,795,914,46,0,Shrimp Scampi Ravioli
760,8,29,1,11,1.27,711,992,48,0,Sweet Basil Pesto Ravioli
761,8,34,5,13,1.0668,1130,1111,55,0,Gold Fish Shaped Ravioli!
762,7,31,1,9,0.8128,879,953,47,0,"Kale, Hummus & Chicckpea Ravioli"
763,12,24,1,13,1.27,753,1097,49,0,Classic Cheese Ravioli
764,26.32,61.4,26.32,7.02,1.32842,2188,2189.62,94.74,0,Chocolate Cream Dip Wiht Crispy Craker Sticks
765,28.07,61.4,26.32,7.02,1.11506,2226,2257.87,96.49,0,"Yan Yan Crispy Cracker Stick, Strawberry"
766,31.82,59.09,29.55,6.82,0.69342,2280,2361.45,97.73,0,"Yam Yam Double Cream, Chocolate, Strawberry"
767,26.67,66.67,26.67,6.67,0.84582,2230,2286.91,100.01,1,"Hello Panda, Choco Biscuits With Choco Cream, Double Choco"
768,30,60,26.67,6.67,0.93218,2230,2303.39,96.67,0,"Hellow Panda, Biscuits With Choco Cream"
769,26.67,66.67,26.67,6.67,0.93218,2230,2286.91,100.01,1,Biscuits With Strawberry Cream
770,26.7,66.7,33.3,6.67,0.931,2230,2288.59,100.07,1,Hello Panda
771,28.85,61.54,26.92,7.69,0.87884,2222,2302.06,98.08,0,"Hello Panda, Biscuits With Choco Cream"
772,26.92,65.38,23.08,7.69,0.9271,2251,2292.07,99.99,0,Hello Panda Biscuits With Strawberry Cream
773,26.32,61.4,26.32,7.02,1.32842,2188,2189.62,94.74,0,Yan Yan Cream Dip
774,6,11.6,0.3,9.4,0.6,590,591,27,0,Poulet korma et riz pilaf
776,13.89,55.56,5.56,11.11,1.83388,1628,1675.1,80.56,0,"Chicago Flats, Whole Grain Artisan Flatbread"
777,8.33,61.11,5.56,11.11,1.34112,1628,1552.61,80.55,0,"Chicago Flats, Rosemary & Sea Salt Artisan Flatbread"
778,8.33,72.22,5.56,11.11,2.54,1628,1741.48,91.66,0,"Chicago Flats, Gourmet Flatbread, Sea Salt"
782,71.43,7.14,0,0,4.71678,2987,2907.15,78.57,0,Greek Salad Dressing & Marinade
783,71.43,7.14,0,0,0.36322,2690,2907.15,78.57,0,"Gazebo Room, Balsamic Vinaigrette"
784,28.57,0,0,0,1.63322,1197,1114.23,28.57,0,"Gazebo Room, Lite Greek Salad Dressing & Marinade"
785,0,11.38,0,4.07,0.59182,272,262.65,15.45,0,Lentils
786,26.98,58.65,43.4,2.05,0.78232,1841,2084.12,87.68,0,Chocolate Bites
787,8.82,55.11,26.46,4.41,1.28778,1293,1355.82,68.34,0,"Bill Knapp's, Old-Fashioned Cinnamon-Sugar Doughnut Holes"
788,8.82,58.82,29.41,5.88,1.37414,1377,1443.88,73.52,0,"Dunkers, Cinnamon-Sugar"
789,3.57,71.43,32.14,7.14,0.72644,1343,1474.92,82.14,0,"Bill Knapp's, Iced Toaster Bread, Cinnamon Raisin"
790,3.57,64.29,25,7.14,1.04394,1343,1353.54,75,0,"Bill Knapp's, Iced Toaster Bread, Cranberry Cherry"
791,7.14,57.14,21.43,7.14,0.9525,1343,1371.22,71.42,0,"Bill Knapp's, Iced Toaster Bread, Cranberry-Orange"
792,5.47,46.09,25.78,3.91,1.31064,1079,1063.33,55.47,0,Classic 7'' Chocolate Cake
795,0,13.11,9.78,0.44,0.00508,234,230.35,13.55,0,"100% Juice Smoothie, Strawberry Banana"
796,0,15.11,12.67,0.44,0.01016,268,264.35,15.55,0,"Pure Fruit 100% Juice Smoothie, Mighty Mango"
797,2,13.11,10.67,0.89,0.01778,297,316,16,0,"Boosted 100% Juice Smoothie, Red Machine"
798,2.11,11.05,8.42,2.11,0.21336,310,306.01,15.27,0,Soy Milk
799,0,9.3,9.3,0,0.00254,155,158.1,9.3,0,"Ginger Ale, Original Brew"
801,0,9.3,9.3,0,0.00254,155,158.1,9.3,0,"Reed's, Ginger Ale, Premium Brew"
802,0,4.23,3.8,0,10.7442,71,71.91,4.23,0,"Reed's, Culture Club Kombucha, Coffee"
803,0,5.07,4.65,0,10.7442,88,86.19,5.07,0,"Reed's, Kombucha, Lemon Ginger Raspberry"
804,0,5.07,4.65,0,0.01016,88,86.19,5.07,0,"Reed's, Culture Club Kombucha, Hibicus Ginger Grapfruit"
805,0,5.07,4.65,0,0.01016,88,86.19,5.07,0,Culture Club Kombucha
806,0,5.07,4.65,0,0.01016,88,86.19,5.07,0,Culture Club Kombucha
807,0,10.54,10.54,0,0.00254,172,179.18,10.54,0,"Reed's, Ginger Ale, Original Brew"
808,0,90,90,0,0,1506,1530,90,0,Crystallized Ginger Candy
809,0,3.94,3.94,0,0.00254,63,66.98,3.94,0,"Reed's, Light Ginger Ale, Extra Brew"
810,0,100,50,0,0,1745,1700,100,0,Chewy Ginger Candy
811,0,9.3,9.3,0,0.00254,155,158.1,9.3,0,"Reed's, Ginger Ale, Premium Brew"
812,0,90,90,0,0,4435,1530,90,0,Ginger Candy Sweetened With Raw Cane
813,0,73.33,66.67,0,0.17018,1255,1246.61,73.33,0,"Di Nigris, Sweet & Thicker Balsamic Glaze, Original"
815,0,73.33,66.67,0,0.17018,1255,1246.61,73.33,0,"De Nigris, Balsamic Glaze, Raspberry"
816,0,73.33,66.67,0,0.17018,1255,1246.61,73.33,0,Glaze Organic Sweeter & Thicker Balsamic Reduction
817,0,13.33,13.33,0,0,364,226.61,13.33,0,"De Nigris, Balsamic Vinegar"
818,0,13.33,13.33,0,0,364,226.61,13.33,0,"White Eagle, Balsamic Vinegar Of Modena"
819,0,20,20,0,0,418,340,20,0,"Bronze Eagle, De Nigris, Balsamic Vinegar Of Modena"
820,0,20,20,0,0,473,340,20,0,Balsamic Vinegar Of Modena
821,0,33.33,33.33,0,0,699,566.61,33.33,0,"De Nigris, Balsamic Vinegar"
822,0,33.33,33.33,0,0,699,566.61,33.33,0,"De Nigris, Aged Balsamic Vinegar"
823,0,33.33,33.33,0,4.064,556,566.61,33.33,0,"De Nigris, Italian White Wine Vinegar Dressing, Marinade, Original"
824,0,33.33,33.33,0,4.064,556,566.61,33.33,0,Italian White Wine Vinegar Dressing Marinade
825,0,13.33,13.33,0,0,364,226.61,13.33,0,"De Nigris, Balsamic Vinegar"
827,0,20,20,0,0,418,340,20,0,"De Nigris, Fig Condiment With Balsamic Vinegar"
828,0,20,20,0,0,418,340,20,0,"De Nigris, White Wine Vinegar With Balsamic Vinegar"
829,3.8,16.2,0.5,9.3,0.6,586,581.7,29.3,0,
830,11.54,69.23,23.08,7.69,1.17348,1770,1757.7,88.46,0,"Meal Replacement Shake Mix, Creamy Milk Chocolate"
831,15.22,69.57,52.17,4.35,0.77216,1820,1850.22,89.14,0,Peanut Butter
832,7.69,57.69,23.08,19.23,0.58674,1611,1607.55,84.61,0,Chocolate Cookie Dough Protein Meal Bars
833,7.69,57.69,21.15,19.23,0.9779,1611,1607.55,84.61,0,"Slim Fast, Protein Meal Bars, Chocolate Fudge Brownie"
834,2.03,8.14,6.1,3.39,0.18034,268,275.18,13.56,0,3-2-1 Plan Shakes
835,2.03,8.47,6.1,3.39,0.18034,268,280.79,13.89,0,Shake
836,2.03,8.47,6.1,3.39,0.18034,268,280.79,13.89,0,Creamy Milk Chocolate
837,11.11,55.56,26.67,17.78,0.67818,1674,1680.07,84.45,0,Protein Meal Bar
838,2.77,1.23,0.62,6.15,0.2032,230,233.49,10.15,0,Meal Replacement Shake
839,22.22,44.44,20,22.22,1.41224,1766,1999.8,88.88,0,Dark Chocolate Sea Salt
840,1.85,7.69,5.54,3.08,0.1651,243,255.24,12.62,0,"Slimfast, 10 Day Slim Down Meal Replacement Shake, Creamy Milk Chocolate"
841,2.77,1.23,0.62,6.15,0.2032,230,233.49,10.15,0,Meal Replacement Shake
842,2.46,1.85,0.31,6.15,0.17272,230,231.94,10.46,0,"Slim Fast, Meal Replacement Shake, Creamy Chocolate"
843,13.46,30.77,3.85,46.15,1.85674,1770,1832.58,90.38,0,"Slimfast, Advanced Nutrition Smoothie"
844,26.09,56.52,26.09,17.39,0.66294,1820,2273.98,100,0,"100 Calorie Snack Bites, Peanut Butter Chocolate"
845,10.71,71.43,25,10.71,1.36144,1494,1814.07,92.85,0,"Slimfast, 100 Calorie Snack Drizzled Crisps, Cinnamon Bun Swirl"
846,10.71,71.43,25,10.71,1.36144,1494,1814.07,92.85,0,"100 Calorie Snacks Drizzled Crisps, Cinnamon Bun Swirl"
847,10.71,71.43,21.43,10.71,1.36144,1494,1814.07,92.85,0,"100 Calorie Snacks Drizzled Crisps, S'Mores"
848,8.93,71.43,10.71,7.14,2.26822,1494,1683.96,87.5,0,"100 Calorie Snacks Baked Crisps, Mesquite Bbq"
849,8.93,67.86,3.57,7.14,2.35966,1494,1623.27,83.93,0,"100 Calorie Snacks Baked Crisps, Sour Cream & Onion"
850,8.93,71.43,10.71,7.14,2.26822,1494,1683.96,87.5,0,"Slimfast, Baked Chips, Mesquite Bbq"
851,8.93,67.86,3.57,7.14,2.35966,1494,1623.27,83.93,0,"Slimfast, Advanced Nutrition Baked Chips, Sour Cream & Onion`"
852,8.93,71.43,10.71,7.14,2.26822,1494,1683.96,87.5,0,"Slimfast, Baked Chips, Mesquite Bbq"
853,8.93,67.86,3.57,7.14,2.35966,1494,1623.27,83.93,0,"Slimfast, 100 Calorie Snack Baked Chips, Sour Cream & Onion"
854,10.71,71.43,25,10.71,1.36144,1494,1814.07,92.85,0,"Slimfast, Drizzled Crisps, Cinnamon Bun Swirl"
855,10.71,71.43,21.43,10.71,1.36144,1494,1814.07,92.85,0,"Slim Fast, Drizzled Crisps Snack Bars, S'Mores"
856,10,70,36.67,6.67,0.33782,1536,1693.39,86.67,0,"Wicklein, Brown Gingerbread"
857,0,16,14,1,0.02,280,289,17,0,Malt Beverage Plus Acai And Guarana And Aloe Vera
858,2.1,15.8,3.4,7,0.4,473,469.5,24.9,0,Poulet kip piri priri
859,2.08,12.5,10.83,3.33,0.21082,331,350.23,17.91,0,Reduced Fat Milk
860,0,10,3.33,0,0.80518,138,170,10,0,"Roasted Garlic Salsa, Roasted Garlic"
861,0,21.21,21.21,0,2.77114,381,360.57,21.21,0,Barbecue Sauce
862,0,24.24,21.21,0,2.69494,381,412.08,24.24,0,Hot Barbecue Sauce
863,0,25,16.67,0,1.83388,406,425,25,0,Special Barbecue Sauce
864,1.79,28.57,0,0,0.96266,674,555.5,30.36,0,Whole Grain
865,0,6.67,0,0,1.18618,138,113.39,6.67,0,Special Blend Taco Sauce
866,20.24,27.38,17.86,4.76,0.2413,1297,1335.74,52.38,0,Double Chocolate Mini Eclairs
867,21.88,56.25,50,3.12,0.07874,1833,1862.61,81.25,0,Belgian Large Coconut Macaroons
868,21.62,51.35,45.95,2.7,0.06858,1695,1762.03,75.67,0,The Original Macaroon
869,29.33,21.33,12,4,0.1524,1506,1574.48,54.66,0,Belgian Mini Cream Puffs
870,0,88.33,88.33,0,0.02032,1393,1501.61,88.33,0,Pure Vermont Maple Syrup
871,0,88.33,88.33,0,0.02032,1393,1501.61,88.33,0,Pure Vermont Maple Syrup
872,0,88.33,88.33,0,0.02032,1393,1501.61,88.33,0,Maple Syrup
874,0,70,66.67,0,0.02032,1142,1190,70,0,"Syrup, Wild Blueberry"
875,0,42.86,42.86,0,1.88722,715,728.62,42.86,0,"Barbeque Sauce, Maple"
876,0,88.33,88.33,0,0.02032,1393,1501.61,88.33,0,"Vermont Maple Syrup, 100% Pure, Grade A"
877,0,88.33,88.33,0,0.02032,1393,1501.61,88.33,0,100 pure vermont organic maple syrup
878,0,88.33,88.33,0,0.02032,1464,1501.61,88.33,0,Pure Vermont Organic Maple Syrup
879,0,88.33,88.33,0,0.02032,1393,1501.61,88.33,0,100% Pure Vermont Maple Syrup
880,0,88.33,88.33,0,0.02032,1464,1501.61,88.33,0,Maple Syrup
881,1.72,72.41,1.72,12.07,0,1443,1503.24,86.2,0,Penne Pasta
882,1.72,72.41,1.72,12.07,0,1443,1503.24,86.2,0,Cut Ziti Pasta
885,17.5,67.5,60,2.5,0.2921,1674,1872.5,87.5,0,"Long Grove Confectionery Co., Chocolate Fudge"
886,20,62.5,55,2.5,0.254,1778,1885,85,0,"Long Grove Confectionery Co, Rocky Road Fudge"
887,32.56,58.14,55.81,6.98,0.20574,2238,2376.88,97.68,0,"Long Grove Confectionery Co., Halloween Chocolate Pop"
888,33.33,59.52,54.76,4.76,0.1524,2192,2392.63,97.61,0,"Long Grove Confectionery Co., Day To Dead Chocolate Skull"
889,20,66.67,40,6.67,0.97282,1954,2026.78,93.34,0,"Long Grove Confectionery Co., Spooky Treats, Mini Pretzel Twists"
890,15.79,76.32,73.68,2.63,0.09906,1870,1957.96,94.74,0,"Long Grove Confectionery Co, Dark Chocolate, Peppermint Creames"
891,26.32,68.42,47.37,5.26,0.43434,2092,2279.04,100,1,"Long Grove Confectionery Co., Milk Chocolate, Coconut Caramel"
892,37.21,44.19,37.21,11.63,4.25196,2238,2400.13,93.03,0,"Long Grove Confectionery Co., Peanut Butter Melts"
893,19.05,71.43,50,4.76,0.84582,1891,2038.18,95.24,0,"Long Grove Confectionery Co, Creamy White Pretzel Twists"
894,23.81,71.43,47.62,4.76,1.0287,1992,2223.82,100,1,"Long Grove Confectionery Co., St. Pat's Mini Pretzels"
895,25.71,68.57,65.71,2.86,0.10922,2151,2217,97.14,0,"Long Grove Confectionery Co., St.Pats Nonpareils Candy"
896,23.81,69.05,54.76,2.38,0.54356,2092,2142.9,95.24,0,"Long Grove Confectionery Co., Creamy White Confetti Cookies"
897,25,67.5,52.5,5,0.22352,2092,2207.5,97.5,0,"Long Grove Confectionery Co, Pastel Mint Nonpareils"
898,27.5,65,52.5,2.5,0,1987,2220,95,0,"Long Grove Confectionery Co, Spring Nonpareils"
899,30.77,58.97,56.41,7.69,0.19558,2251,2333.25,97.43,0,Solid Chocolate Rabbit
900,10,80,60,3.33,0.67818,1536,1806.61,93.33,0,"Long Grove Confectionery Co., Corn, Chocolatey Drizzled Caramel"
